Campaign,Date,City/Location,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Spice Bazaar ,10/5/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6275,6.4%,180,182,6270,0,24815,90,40,20
Spice Bazaar ,10/6/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4588,6.8%,139,103,2729,3,25289,75,49,20
Spice Bazaar ,10/7/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6316,5.2%,147,160,4521,3,31915,112,22,13
Spice Bazaar ,10/8/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,3963,5.6%,99,82,1551,17,13726,130,33,3
Spice Bazaar ,10/9/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6135,9.4%,257,183,9003,17,32524,90,40,10
Spice Bazaar ,10/10/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4499,5.9%,119,158,3609,7,14808,97,31,23
Spice Bazaar ,10/11/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6075,7.1%,192,152,5572,24,16701,76,47,13
Spice Bazaar ,10/12/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5121,8.7%,199,65,2491,3,23869,87,31,23
Spice Bazaar ,10/13/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4144,8.6%,158,71,2158,7,23666,102,16,7
Spice Bazaar ,12/26/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4666,5.3%,111,202,4296,7,30901,121,42,13
Spice Bazaar ,12/27/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4507,8.2%,165,110,3483,0,19271,74,20,10
Spice Bazaar ,12/28/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6009,7.3%,197,148,5559,7,14876,112,33,13
Spice Bazaar ,12/29/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,3811,6.2%,105,64,1279,17,5545,105,29,10
Spice Bazaar ,12/30/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,7345,5.8%,189,125,4537,0,5699,75,38,30
Spice Bazaar ,12/31/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5779,6.2%,159,197,6026,0,12374,119,27,3
Spice Bazaar ,11/17/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5502,8.8%,215,134,5504,21,15687,85,42,30
Spice Bazaar ,11/18/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6449,6.4%,184,83,2922,3,4260,119,47,23
Spice Bazaar ,11/19/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6901,6.2%,192,62,2262,3,11360,74,29,37
Spice Bazaar ,11/20/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4958,7.6%,168,172,5530,0,15011,81,49,13
Spice Bazaar ,11/21/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4455,7.7%,153,202,5921,17,15214,97,29,23
Spice Bazaar ,11/22/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,7248,6.7%,216,191,7889,10,5409,141,27,10
Spice Bazaar ,11/23/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6960,5.4%,169,150,4826,10,5274,125,16,0
Spice Bazaar ,11/24/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,7230,6.2%,201,87,3348,7,19068,124,47,10
Spice Bazaar ,11/25/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5739,9.6%,245,60,2791,17,9061,82,27,20
Spice Bazaar ,11/26/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4932,5.7%,125,114,2736,0,5545,113,45,30
Spice Bazaar ,11/27/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,3789,5.9%,99,183,3479,7,6221,85,18,20
Spice Bazaar ,11/28/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6860,7.3%,225,161,6935,14,16228,129,42,17
Spice Bazaar ,11/29/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5557,7.0%,175,47,1567,7,5206,119,33,37
Spice Bazaar ,11/30/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6730,9.6%,288,140,7714,17,3477,92,29,13
Spice Bazaar ,12/1/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4866,6.3%,136,167,4364,14,11495,117,29,37
Spice Bazaar ,12/2/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6486,5.8%,167,182,5822,14,20691,111,29,33
Spice Bazaar ,11/5/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,7259,5.7%,186,147,5209,14,18662,119,29,23
Spice Bazaar ,11/6/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,7348,6.7%,221,150,6322,7,8723,85,22,30
Spice Bazaar ,11/7/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4747,5.4%,115,184,4045,17,5950,116,36,3
Spice Bazaar ,11/8/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5987,9.6%,255,79,3866,3,12577,123,31,17
Spice Bazaar ,11/9/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6098,7.5%,204,74,2898,17,7776,96,45,0
Spice Bazaar ,11/10/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5028,7.3%,165,145,4560,31,15146,80,29,17
Spice Bazaar ,11/11/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,3874,5.0%,86,154,2543,14,22381,86,42,27
Spice Bazaar ,11/12/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5250,9.5%,223,68,2915,7,18595,125,25,10
Spice Bazaar ,11/13/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6675,5.8%,174,145,4809,28,19879,117,25,7
Spice Bazaar ,11/14/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5990,8.8%,235,77,3475,17,3671,100,13,17
Spice Bazaar ,11/15/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,3937,7.6%,133,110,2819,10,1739,81,29,23
Spice Bazaar ,11/16/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6915,8.7%,268,46,2360,21,23125,140,27,33
Spice Bazaar ,11/17/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6290,9.4%,264,177,8934,3,1256,87,7,7
Spice Bazaar ,11/18/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4244,8.1%,153,156,4588,7,6694,121,31,20
Spice Bazaar ,11/19/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5964,6.2%,165,133,4187,14,21705,87,49,30
Spice Bazaar ,11/20/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6149,8.8%,240,74,3413,10,22111,89,18,13
Spice Bazaar ,11/21/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,3830,5.5%,94,128,2295,7,6018,87,27,30
Spice Bazaar ,11/22/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5776,5.4%,139,176,4668,14,29075,112,42,10
Spice Bazaar ,11/23/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4684,6.5%,137,108,2811,3,9466,121,54,33
Spice Bazaar ,11/24/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,3878,5.4%,93,181,3221,7,15822,77,31,3
Spice Bazaar ,11/25/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4407,6.5%,129,112,2765,10,11698,109,31,23
Spice Bazaar ,11/26/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6153,7.9%,217,184,7622,3,11022,95,45,27
Spice Bazaar ,11/27/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,3715,8.0%,132,83,2107,21,5120,114,29,33
Spice Bazaar ,11/28/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6915,7.7%,239,61,2771,14,11224,90,18,23
Spice Bazaar ,11/29/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5121,5.9%,134,176,4526,14,3671,92,47,7
Spice Bazaar ,11/30/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,7311,7.1%,231,194,8566,10,97,111,38,30
Spice Bazaar ,12/1/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6053,4.8%,129,132,3258,31,9263,108,13,17
Spice Bazaar ,12/2/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,7285,7.1%,232,73,3256,28,26709,130,38,10
Spice Bazaar ,12/3/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5032,5.7%,128,183,4462,24,18392,97,36,13
Spice Bazaar ,12/4/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,7111,5.5%,175,113,3808,7,30157,108,40,27
Spice Bazaar ,12/5/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6105,5.5%,151,70,2029,14,27452,123,54,7
Spice Bazaar ,12/6/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6667,5.5%,163,90,2806,21,16972,101,29,17
Spice Bazaar ,12/7/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5561,7.9%,196,171,6412,24,31307,105,31,23
Spice Bazaar ,12/8/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6194,7.1%,197,130,4909,17,11292,76,29,27
Spice Bazaar ,12/9/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5665,8.6%,216,94,3880,24,12171,111,36,13
Spice Bazaar ,12/10/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4695,6.1%,128,134,3293,7,23801,116,56,13
Spice Bazaar ,12/11/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6901,7.7%,237,169,7665,24,23666,122,36,27
Spice Bazaar ,12/12/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6727,7.6%,229,172,7552,7,38474,92,54,23
Spice Bazaar ,12/13/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,7156,7.2%,231,83,3676,10,4801,125,40,27
Spice Bazaar ,12/14/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5517,8.3%,203,104,4025,21,5950,77,31,30
Spice Bazaar ,12/15/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6238,7.8%,217,187,7750,14,14064,129,18,0
Spice Bazaar ,12/16/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6767,9.4%,284,73,3983,21,20555,119,18,27
Spice Bazaar ,12/17/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5254,8.7%,204,152,5912,7,16769,129,40,17
Spice Bazaar ,12/18/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6490,6.1%,176,172,5800,3,26641,59,31,23
Spice Bazaar ,12/19/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4899,8.5%,185,172,6079,17,17986,139,42,33
Spice Bazaar ,12/26/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,5443,6.4%,156,167,4999,7,7979,84,22,13
Spice Bazaar ,12/27/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6157,9.1%,249,56,2651,21,31171,119,31,20
Spice Bazaar ,12/28/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,6212,5.3%,148,102,2874,24,21773,135,31,7
Spice Bazaar ,12/29/2023,Ahmedabad,YouTube,Smartphone,Fresh Deals,4710,8.3%,173,159,5284,7,12982,98,29,7
Festival Delight,12/30/2023,Varanasi,YouTube,Smartphone,Fresh Deals,7025,7.4%,232,52,2297,7,18595,64,2,23
Festival Delight,12/31/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4288,9.3%,178,48,1631,21,15214,48,0,10
Festival Delight,11/17/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4600,5.5%,114,107,2314,10,27047,64,4,17
Festival Delight,11/18/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6003,8.4%,224,124,5311,24,8925,116,18,27
Festival Delight,11/19/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4552,6.6%,135,22,555,21,9466,62,2,27
Festival Delight,11/20/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5073,9.8%,222,154,6559,3,21975,63,13,37
Festival Delight,11/21/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4696,6.6%,139,28,754,10,4926,97,25,13
Festival Delight,11/22/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5471,7.0%,171,100,3255,10,15619,93,4,30
Festival Delight,11/23/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4144,6.2%,114,143,3123,24,7708,46,7,20
Festival Delight,11/24/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3505,8.2%,127,54,1310,14,14605,81,27,30
Festival Delight,11/25/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6193,8.2%,226,28,1229,10,14605,84,29,40
Festival Delight,11/26/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3979,10.3%,182,88,3066,21,8925,39,0,23
Festival Delight,11/27/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5731,11.0%,282,178,9587,7,7979,101,7,10
Festival Delight,11/28/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6250,10.5%,292,51,2837,28,5989,77,4,20
Festival Delight,11/29/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4498,7.2%,144,67,1862,31,7032,64,7,40
Festival Delight,11/30/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5161,7.3%,168,158,5087,28,5699,63,25,30
Festival Delight,12/1/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4153,7.2%,133,88,2243,14,11901,95,20,23
Festival Delight,12/2/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6161,7.4%,205,61,2373,14,3477,66,27,33
Festival Delight,4/11/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5637,8.6%,215,175,7198,7,3767,86,0,20
Festival Delight,4/12/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4482,6.1%,122,138,3209,28,5409,59,22,30
Festival Delight,4/13/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5197,9.5%,219,112,4715,7,25694,81,16,10
Festival Delight,4/14/2023,Varanasi,YouTube,Smartphone,Fresh Deals,7120,9.1%,289,38,2109,28,10345,92,4,20
Festival Delight,4/15/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5008,9.0%,200,109,4190,7,17580,58,4,7
Festival Delight,4/16/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4049,6.5%,118,153,3468,14,6897,53,27,10
Festival Delight,4/17/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5610,9.7%,243,47,2181,7,9669,91,4,13
Festival Delight,4/18/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5870,9.4%,246,105,4929,24,2028,57,0,17
Festival Delight,4/19/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4678,7.0%,147,73,2061,28,16566,105,18,17
Festival Delight,4/20/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4268,5.2%,99,87,1642,21,8925,75,4,27
Festival Delight,4/21/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6052,5.2%,141,41,1109,24,12171,75,20,7
Festival Delight,4/22/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4658,6.2%,130,101,2496,7,1546,59,4,30
Festival Delight,4/23/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5451,9.0%,219,44,1843,28,3574,97,7,27
Festival Delight,4/24/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6577,6.7%,196,141,5286,31,9399,90,18,20
Festival Delight,4/25/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5543,5.9%,147,64,1784,21,2705,95,18,20
Festival Delight,4/26/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4325,10.2%,196,73,2749,28,12036,100,4,13
Festival Delight,4/27/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5746,5.1%,130,148,3678,14,23666,81,4,17
Festival Delight,4/28/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5081,7.6%,172,70,2318,14,7167,69,18,27
Festival Delight,4/29/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6521,5.0%,145,156,4335,17,4540,105,13,27
Festival Delight,4/30/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4367,8.6%,167,116,3708,3,21773,84,18,30
Festival Delight,5/1/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5318,8.0%,189,158,5713,17,8384,73,2,33
Festival Delight,5/2/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6420,7.8%,223,157,6723,28,773,108,25,17
Festival Delight,5/3/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5600,8.1%,201,155,5979,14,4395,79,18,40
Festival Delight,5/4/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4883,8.6%,186,145,5156,17,2028,49,29,33
Festival Delight,5/5/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5363,6.4%,153,44,1286,14,8384,66,2,33
Festival Delight,5/6/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4674,6.2%,129,81,2002,24,4443,92,4,27
Festival Delight,5/7/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4635,7.6%,157,79,2379,10,13320,93,27,20
Festival Delight,5/8/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4844,9.0%,195,56,2074,17,2028,44,13,17
Festival Delight,5/9/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5971,9.4%,250,77,3702,21,13659,109,27,30
Festival Delight,5/10/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6115,9.1%,247,163,7714,17,4868,62,11,30
Festival Delight,5/11/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5725,6.6%,168,114,3682,17,10886,118,18,10
Festival Delight,5/12/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3987,5.3%,95,131,2377,10,13591,105,16,23
Festival Delight,5/13/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5680,7.9%,200,158,6063,21,28331,109,27,17
Festival Delight,5/14/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4528,6.4%,130,156,3892,24,17175,89,7,23
Festival Delight,5/15/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4578,7.7%,157,74,2234,0,9669,82,13,10
Festival Delight,5/16/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4512,7.3%,147,165,4640,0,27520,111,18,7
Festival Delight,5/17/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3679,6.7%,111,88,1862,21,15619,105,36,40
Festival Delight,5/18/2023,Varanasi,YouTube,Smartphone,Fresh Deals,7112,6.2%,196,57,2129,17,14876,122,7,13
Festival Delight,5/19/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5685,6.2%,158,47,1420,14,9872,64,22,17
Festival Delight,5/20/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5331,9.0%,214,158,6487,17,23260,74,4,30
Festival Delight,5/21/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3514,8.5%,132,69,1759,10,11630,102,29,30
Festival Delight,12/26/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5637,8.0%,201,184,7071,17,23057,95,27,20
Festival Delight,12/27/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5502,9.8%,241,191,8780,3,13591,122,22,13
Festival Delight,12/28/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6095,7.5%,204,117,4574,24,12644,73,13,13
Festival Delight,12/29/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5162,7.2%,166,109,3470,14,10210,75,33,13
Festival Delight,12/30/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6275,7.9%,220,127,5341,14,12103,79,33,37
Festival Delight,12/31/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4316,8.5%,163,152,4747,14,11765,79,25,17
Festival Delight,11/17/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4224,8.0%,151,129,3720,3,26235,85,38,27
Festival Delight,11/18/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4038,8.3%,149,136,3887,0,14876,107,9,13
Festival Delight,11/19/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6660,9.3%,275,98,5143,21,12577,102,11,20
Festival Delight,11/20/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4103,9.7%,177,107,3604,7,18189,113,31,3
Festival Delight,11/21/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5016,9.7%,216,104,4284,3,11968,90,29,13
Festival Delight,11/22/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6643,8.3%,244,86,4023,17,15552,90,36,37
Festival Delight,11/23/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6456,6.2%,180,76,2620,24,3960,96,27,17
Festival Delight,11/24/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4594,8.6%,175,149,4982,0,4395,97,9,10
Festival Delight,11/25/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4194,5.5%,103,94,1858,24,12171,112,9,30
Festival Delight,11/26/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3886,5.9%,103,129,2540,17,20961,97,29,27
Festival Delight,11/27/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5948,5.1%,135,198,5118,10,28399,102,13,30
Festival Delight,11/28/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3922,7.6%,134,178,4553,14,10278,109,4,7
Festival Delight,11/29/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4608,6.5%,133,117,2993,17,24342,124,18,30
Festival Delight,11/30/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4800,8.7%,186,154,5506,0,26370,114,36,20
Festival Delight,12/1/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5105,7.2%,164,192,6004,10,5409,89,36,17
Festival Delight,12/2/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5495,6.0%,148,123,3486,24,6491,63,18,23
Festival Delight,2/4/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4897,7.4%,161,179,5529,21,6626,59,38,37
Festival Delight,2/5/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5423,5.5%,134,43,1102,7,15417,82,11,13
Festival Delight,2/6/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5219,5.2%,121,200,4625,10,4443,121,20,37
Festival Delight,2/7/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5799,7.1%,185,92,3248,10,14402,66,29,23
Festival Delight,2/8/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6421,6.1%,174,196,6521,7,9196,89,4,23
Festival Delight,2/9/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5990,8.0%,214,146,5955,7,4443,89,20,17
Festival Delight,2/10/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4732,6.0%,126,49,1182,3,14605,105,13,27
Festival Delight,2/11/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5439,6.8%,165,74,2342,7,16634,108,29,30
Festival Delight,2/12/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4540,6.6%,134,100,2565,7,11089,109,36,27
Festival Delight,2/13/2023,Varanasi,YouTube,Smartphone,Fresh Deals,6692,6.4%,191,173,6313,17,5989,73,25,23
Festival Delight,2/14/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5167,7.6%,175,89,2979,7,20285,107,7,17
Heritage Exclusive Sale,2/15/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4913,5.6%,123,175,4134,14,26100,102,36,40
Heritage Exclusive Sale,2/16/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3390,4.9%,75,180,2566,17,18595,98,20,23
Heritage Exclusive Sale,2/17/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4201,8.6%,160,64,1948,10,8317,118,16,10
Heritage Exclusive Sale,2/18/2023,Varanasi,YouTube,Smartphone,Fresh Deals,5154,8.9%,205,181,7083,24,11224,82,29,23
Heritage Exclusive Sale,2/19/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3421,9.5%,145,73,2035,24,8925,81,49,30
Heritage Exclusive Sale,6/29/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4667,8.8%,182,66,2317,17,5274,55,4,40
Heritage Exclusive Sale,6/30/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3937,6.2%,109,112,2337,28,9128,92,11,37
Heritage Exclusive Sale,7/1/2023,Varanasi,YouTube,Smartphone,Fresh Deals,2618,5.7%,67,150,1917,7,6085,118,47,37
Heritage Exclusive Sale,7/2/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3240,6.0%,87,103,1713,24,1546,113,36,20
Heritage Exclusive Sale,7/3/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3766,4.7%,79,67,1025,10,966,102,29,7
Heritage Exclusive Sale,7/4/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4851,5.6%,121,43,994,17,1932,89,25,37
Heritage Exclusive Sale,7/5/2023,Varanasi,YouTube,Smartphone,Fresh Deals,2722,5.2%,64,114,1390,21,2898,100,38,54
Heritage Exclusive Sale,7/6/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3390,6.1%,93,43,764,17,7844,102,33,33
Heritage Exclusive Sale,7/7/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3390,9.1%,138,180,4738,14,10210,101,33,3
Heritage Exclusive Sale,7/8/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4033,6.3%,114,153,3348,28,29210,107,9,20
Heritage Exclusive Sale,7/9/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4533,6.9%,139,168,4482,28,2898,117,20,43
Heritage Exclusive Sale,7/10/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4675,6.7%,141,95,2550,21,6491,98,25,13
Heritage Exclusive Sale,7/11/2023,Varanasi,YouTube,Smartphone,Fresh Deals,2730,6.4%,78,172,2581,10,11562,87,18,20
Heritage Exclusive Sale,7/12/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4737,8.7%,184,175,6156,14,16093,122,18,40
Heritage Exclusive Sale,7/13/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3711,5.6%,93,191,3402,24,8384,117,29,40
Heritage Exclusive Sale,7/14/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3245,7.4%,107,159,3263,10,4936,116,27,30
Heritage Exclusive Sale,7/15/2023,Varanasi,YouTube,Smartphone,Fresh Deals,2890,6.7%,87,144,2389,17,12441,101,29,7
Heritage Exclusive Sale,7/16/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3929,7.2%,127,128,3110,17,15011,95,9,33
Heritage Exclusive Sale,7/17/2023,Varanasi,YouTube,Smartphone,Fresh Deals,2691,8.1%,97,107,1982,24,30360,127,45,23
Heritage Exclusive Sale,7/18/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3719,8.6%,142,198,5386,24,25965,111,20,33
Heritage Exclusive Sale,7/19/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3395,7.6%,116,100,2209,21,30563,109,16,43
Heritage Exclusive Sale,7/20/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3274,5.5%,81,165,2554,17,39623,85,13,23
Heritage Exclusive Sale,7/21/2023,Varanasi,YouTube,Smartphone,Fresh Deals,2652,6.1%,73,195,2702,17,27993,134,16,17
Heritage Exclusive Sale,7/22/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4649,5.3%,111,180,3805,10,31239,87,22,47
Heritage Exclusive Sale,7/23/2023,Varanasi,YouTube,Smartphone,Fresh Deals,4362,6.5%,126,193,4651,35,35093,108,29,50
Heritage Exclusive Sale,7/24/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3784,6.2%,105,114,2304,10,21502,65,33,10
Heritage Exclusive Sale,7/25/2023,Varanasi,YouTube,Smartphone,Fresh Deals,3807,7.0%,119,50,1133,10,20623,66,29,37
